,Name,Rating,Price Rs,RAM Gb,ROM Gb,Expandable GB,Size Cm,Size Inch,R1 Cam MP,R2 Cam MP,R3 Cam MP,R4 Cam MP,Battery Mah,Processor,Image,Brand
455,"Samsung Galaxy A70s (Prism Crush Red, 128 GB)",4.3,"33,100",8,128,512.0,17.02,6.7,64.0,5.0,8,,4500,Qualcomm SM6150 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
456,"Honor 9N (Sapphire Blue, 128 GB)",4.3,"19,999",4,128,256.0,14.83,5.84,13.0,2.0,,,3000,Kirin 659 Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Honor
457,"Redmi 6A (Blue, 16 GB)",4.3,"7,399",2,16,128.0,13.84,5.45,13.0,,,,3000,"Mediatek helio A22, 2.0 GHz quad core�Processor",https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
458,"Redmi 5 (Black, 16 GB)",4.3,"8,498",2,16,128.0,14.48,5.7,12.0,,,,3300,Qualcomm Snapdragon 450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
459,"Samsung Galaxy A51 (Prism Crush White, 128 GB)",4.4,"22,999",6,128,512.0,16.26,6.4,48.0,12.0,5,5.0,4000,Exynos 9611 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
460,"Samsung Galaxy Note 20 (Mystic Green, 256 GB)",4.6,"77,999",8,256,,17.02,6.7,64.0,12.0,12,,4300,Exynos Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
461,"Vivo Y93 (Nebula Purple, 32 GB)",4.4,"13,990",4,32,256.0,15.8,6.22,13.0,2.0,,,4030,MediaTek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
462,"Redmi Note 5 (Gold, 64 GB)",4.4,"12,490",4,64,128.0,15.21,5.99,12.0,,,,4000,Qualcomm Snapdragon 625 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
463,"Moto X Play(With Turbo Charger) (White, 16 GB)",4.2,"17,499",2,16,128.0,13.97,5.5,21.0,,,,3630,Qualcomm Snapdragon 615 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Motorola
464,"TECNO Spark 6 Air (Comet Black, 32 GB)",5.0,"9,499",3,32,,17.78,7.0,13.0,,,,6000,MediaTek Helio A22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
465,"Vivo V17 (Glacier ice white, 128 GB)",4.5,"24,990",8,128,256.0,16.36,6.44,48.0,8.0,2,2.0,4500,Qualcomm Snapdragon 675AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
466,"Samsung Galaxy A30s (Prism Crush Violet, 128 GB)",4.3,"17,990",4,128,,16.26,6.4,25.0,5.0,8,,4000,Exynos 7904 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
467,"Redmi Note 5 Pro (Gold, 64 GB)",4.5,"13,999",6,64,128.0,15.21,5.99,12.0,5.0,,,4000,Qualcomm Snapdragon 636 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
468,"Tecno Spark 5 (ICE JADEITE, 32 MB)",4.3,"9,490",2,32,,16.76,6.6,13.0,,,,5000,Exynos 990 octa core�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Tecno Spark
469,"Samsung Galaxy Note 20 (Mystic Blue, 256 GB)",4.6,"77,999",8,256,,17.02,6.7,64.0,12.0,12,,4300,Exynos Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
470,"OPPO F5 (Red, 64 GB)",4.4,"24,990",6,64,256.0,15.24,6.0,16.0,,,,3200,Mediatek MT6763T Octa Core 2.5 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
471,"Gionee A1 (Grey, 64 GB)",4.0,"21,499",4,64,256.0,13.97,5.5,13.0,,,,4010,MediaTek MT6755 Helio P10 Octa Core 2.0GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
472,"Samsung Galaxy A70s (Prism Crush White, 128 GB)",4.3,"33,100",8,128,512.0,17.02,6.7,64.0,5.0,8,,4500,Qualcomm SM6150 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
473,"Samsung Galaxy S9 (Midnight Black, 64 GB)",4.4,"24,999",4,64,400.0,14.73,5.8,12.0,,,,3000,Exynos 9810 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
474,"Redmi Y2 (Dark Grey, 64 GB)",4.4,"12,970",4,64,256.0,15.21,5.99,12.0,5.0,,,3080,Qualcomm Snapdragon 625 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
475,"Asus ROG Phone 3 (Black, 128 GB)",4.4,"49,999",8,128,,16.74,6.59,64.0,13.0,5,,6000,Qualcomm Snapdragon 865+ (SM8250) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Asus
476,"Mi A2 (Lake Blue, 128 GB)",4.1,"17,500",6,128,,15.21,5.99,20.0,12.0,,,3010,Qualcomm Snapdragon 660 AIE Processor,https://rukminim1.flixcart.com/image/312/312/jyxaw7k0/mobile/z/9/m/mi-mi-a2-mzb6440in-original-imaf9c7j9k2ygcby.jpeg?q=70,
477,"Samsung Galaxy S20 Ultra (Cosmic Black, 128 GB)",4.3,"97,999",12,128,1.0,17.53,6.9,108.0,48.0,12,,5000,Exynos 990 Processor,https://rukminim1.flixcart.com/image/312/312/k6mibgw0/mobile/h/e/h/samsung-galaxy-s20-ultra-sm-g988bzkpinu-original-imafpfkbuzspsjdf.jpeg?q=70,Samsung
478,"Nokia 2.3 (Charcoal, 32 GB)",4.1,"9,999",2,32,512.0,15.75,6.2,13.0,2.0,,,4000,MediaTek Helio A22 Processor,https://rukminim1.flixcart.com/image/312/312/k9a8tjk0/mobile/z/r/d/nokia-2-3-ta-1209-original-imafr3wtjfjyfefc.jpeg?q=70,Nokia
479,"Vivo V9 (Pearl Black (Golden Line), 64 GB)",4.5,"23,990",4,64,256.0,16.0,6.3,16.0,5.0,,,3260,Qualcomm Snapdragon 626 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
480,"Redmi Note 9 Pro Max (Glacier White, 64 GB)",4.5,"18,778",6,64,,16.94,6.67,64.0,,,,5020,Qualcomm Snapdragon 720G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
481,"LG Q60 (Blue, 64 GB)",4.2,"13,288",3,64,,15.9,6.26,16.0,,,,3500,Cortex A53�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,LG
482,"Vivo V11 (Starry Night Black, 64 GB)",4.5,"24,990",6,64,256.0,16.0,6.3,16.0,5.0,,,3315,MediaTek P60 Octa Core 2.0 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
483,"Redmi Note 9 pro max (Aurora Blue, 64 GB)",4.5,"17,900",6,64,,16.94,6.67,64.0,,,,5020,Cortex A53�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
484,"Ismart I1 Extreme (Purple, 16 GB)",,"6,299",2,16,,15.24,6.0,5.0,,,,2800,Quad core�Processor�,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
485,"Ismart I1 Extreme (Blue, 16 GB)",,"6,299",2,16,,15.24,6.0,5.0,,,,2800,Quad core�Processor�,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
486,"OPPO R17 (Ambient Blue, 128 GB)",,"22,998",8,128,,16.26,6.4,16.0,,,,3500,Qualcomm Snapdragon 670 octa core�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
487,"Samsung Galaxy A70s (Prism Crush White, 128 GB)",4.2,"31,000",6,128,512.0,17.02,6.7,64.0,5.0,8,,4500,Qualcomm SM6150 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
488,"OPPO Reno 10x Zoom (Ocean Green, 128 GB)",4.5,"41,990",6,128,256.0,16.76,6.6,48.0,13.0,8,,4065,Qualcomm Snapdragon 855 Octa Core 2.8 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
489,"Nokia 2.3 (Sand, 32 GB)",4.1,"9,999",2,32,512.0,15.75,6.2,13.0,2.0,,,4000,MediaTek Helio A22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Nokia
490,"Samsung Galaxy S20 (Cloud Blue, 128 GB)",4.4,"70,499",8,128,1.0,15.75,6.2,64.0,12.0,12,,4000,Exynos 990 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
491,"Redmi 9A (Midnight Black, 32 GB)",4.4,"8,125",2,32,,16.59,6.53,13.0,,,,5000,MediaTek Helio G25 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
492,"Redmi 9A (Midnight Black, 32 GB)",4.4,"9,149",3,32,512.0,16.59,6.53,13.0,,,,5000,MediaTek Helio G25 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
493,"Coolpad Note 3S (White, 32 GB)",3.8,"6,419",3,32,32.0,13.97,5.5,13.0,,,,2500,Qualcomm Snapdragon Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
494,"Samsung Galaxy A50 (White, 64 GB)",4.4,"18,999",6,64,512.0,16.26,6.4,25.0,5.0,8,,4000,Exynos 9610 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
495,"Panasonic Eluga Ray 610 (Black, 32 GB)",4.1,"10,990",3,32,512.0,15.8,6.22,13.0,2.0,,,4010,MediaTek Helio P22 Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
496,"Vivo Y66 (Crown Gold, 32 GB)",4.3,"14,990",3,32,256.0,13.97,5.5,13.0,,,,3000,MediaTek MT6750 64-bit Octa Core 1.5GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
497,"Nokia 3.1 Plus (Baltic, 32 GB)",4.2,"10,440",3,32,,15.24,6.0,13.0,,,,3500,Cortex A53�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Nokia
498,"I Kall K 320 (Purple, 64 GB)",3.6,"6,699",4,64,,16.59,6.53,13.0,2.0,,,4000,Quad-core�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
499,"Redmi Note 4 (Black, 64 GB)",4.4,"13,999",4,64,128.0,13.97,5.5,13.0,,,,4100,Qualcomm Snapdragon 625 64-bit Octa Core 2GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
500,"Spinup A9 (Blue, 32 GB)",,"6,449",2,32,,15.82,6.23,8.0,,,,3000,Quad core�Processor,https://rukminim1.flixcart.com/image/312/312/kevpwnk0/mobile/z/z/x/spinup-a9-a9-original-imafvgrzr3xgyjdx.jpeg?q=70,
501,"Vivo V11 Pro (Starry Night Black, 64 GB)",4.5,"28,990",6,64,256.0,16.28,6.41,12.0,5.0,,,3400,2.0 GHz Qualcomm Snapdragon 660 AIE Processor,https://rukminim1.flixcart.com/image/312/312/jlph9jk0/mobile/x/e/z/vivo-v11-pro-1804-1814-original-imaf8ru5zqgwvg5s.jpeg?q=70,Vivo
502,"Itel A22 Pro (Midnight Black, 16 GB)",4.1,"5,970",2,16,,12.7,5.0,5.0,,,,2400,Qualcomm�Processor,https://rukminim1.flixcart.com/image/312/312/jqfinww0/mobile/6/q/r/itel-a22-pro-a22-pro-original-imafcg6k3ryefsen.jpeg?q=70,
503,"Ismart I1 Dynamite (PRUPLE BLUE, 16 GB)",2.8,"4,999",2,16,64.0,12.7,5.0,5.0,,,,2800,Quad core Mediatek�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
504,"Samsung Galaxy A21s (Black, 64 GB)",4.2,"16,499",6,64,512.0,16.51,6.5,48.0,8.0,2,2.0,5000,Exynos 850 Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
505,"Samsung Galaxy S20+ (Cosmic Black, 128 GB)",4.5,"77,999",8,128,1.0,17.02,6.7,64.0,12.0,P,,4500,Exynos 990 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
506,"Samsung Galaxy Note 20 Ultra 5G (Mystic Bronze, 256 GB)",4.6,"1,04,999",12,256,1.0,17.53,6.9,108.0,12.0,12,,4500,Exynos Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
507,"Gionee F103 Pro (Grey, 16 GB)",3.9,"8,690",3,16,128.0,12.7,5.0,13.0,,,,2400,MT6735 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
508,"Realme 2 Pro (Black Sea, 128 GB)",4.5,"15,490",8,128,256.0,16.0,6.3,16.0,2.0,,,3500,Qualcomm Snapdragon 660 Octa Core 1.95GHz AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
509,"Micromax Canvas 2 2018 (Jet Black, 16 GB)",3.8,"7,345",2,16,64.0,14.48,5.7,13.0,,,,4000,MediaTek MT6737 Cortex-A53 64-bit Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Micromax
510,"Samsung Galaxy S10 (Prism White, 128 GB)",4.6,"52,990",8,128,512.0,15.49,6.1,16.0,12.0,,,3400,Exynos 9 9820 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
511,"Vivo Y93 (Starry Black, 32 GB)",4.4,"13,990",4,32,256.0,15.8,6.22,13.0,2.0,,,4030,MediaTek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
512,"OPPO Reno4 Pro Special Edition (Galactic Blue, 128 GB)",4.3,"34,990",8,128,256.0,16.51,6.5,48.0,8.0,2,2.0,4000,Qualcomm Snapdragon 720G Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
513,"Samsung Galaxy M01 (Blue, 32 GB)",4.2,"8,596",3,32,512.0,14.48,5.7,13.0,2.0,,,4000,Qualcomm Snapdragon (SDM439) Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
514,"Samsung Galaxy Note 9 (Ocean Blue, 512 GB)",4.6,"93,000",8,512,512.0,16.26,6.4,12.0,12.0,,,4000,Exynos 9 Octa 8895�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
515,"OPPO R17 Pro (Emerald Green, 128 GB)",4.1,"31,590",8,128,,16.26,6.4,12.0,20.0,,,3700,SDM710 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
516,"Samsung Galaxy A30s (Prism Crush White, 64 GB)",4.3,"18,900",4,64,,16.26,6.4,25.0,5.0,8,,4000,Exynos 7904 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
517,"Redmi 9 Prime (MintGreen, 64 GB)",4.4,"11,970",4,64,,16.59,6.53,13.0,,,,5020,MediaTek Helio G80 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
518,"Nokia 2.3 (Cyan Green, 32 GB)",4.1,"9,799",2,32,,15.75,6.2,13.0,2.0,,,4000,MediaTek Helio A22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Nokia
519,"Redmi Note 9 (Scarlet Red, 128 GB)",4.4,"13,999",4,128,512.0,16.59,6.53,48.0,,,,5020,MediaTek Helio G85 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
520,"Vivo Y91i (Ocean Blue, 32 GB)",4.3,"8,990",3,32,256.0,15.8,6.22,13.0,,,,4030,MediaTek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
521,"Redmi Note 7 Pro (Space Black, 64 GB)",4.5,"13,400",4,64,256.0,16.0,6.3,48.0,5.0,,,4000,Qualcomm Snapdragon 675 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
522,"Vivo X21 (Black, 128 GB)",4.2,"36,990",6,128,256.0,15.95,6.28,12.0,5.0,,,3200,Qualcomm Snapdragon 660 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
523,"Mi 10 (Twilight Grey, 256 GB)",4.3,"54,999",8,256,,16.94,6.67,108.0,13.0,2,2.0,4780,Qualcomm Snapdragon 865 Processor,https://rukminim1.flixcart.com/image/312/312/kdxfc7k0/mobile/6/f/h/mi-10-mzb9044in-original-imafuq92ausjrxaz.jpeg?q=70,
524,"Infinix Hot S3X (Tradew Gray, 32 GB)",4.2,"10,999",3,32,128.0,15.75,6.2,13.0,2.0,,,4000,Qualcomm Snapdragon Octa-core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Infinix
525,"ITEL A46 (FIERY RED, 32 GB)",4.1,"6,099",2,32,,13.84,5.45,8.0,,,,2400,Qualcomm Snapdragon 430 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
526,"Honor 9N (Midnight Black, 64 GB)",4.3,"15,999",4,64,256.0,14.83,5.84,13.0,2.0,,,3000,Kirin 659 Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Honor
527,"Samsung Galaxy A50 (Blue, 64 GB)",4.4,"18,999",6,64,512.0,16.26,6.4,25.0,5.0,8,,4000,Exynos 9610 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
528,"OPPO F9 Pro (Twilight Blue, 64 GB)",4.5,"18,990",6,64,256.0,16.0,6.3,16.0,2.0,,,3500,Mediatek Helio P60 Octacore 2.0 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
529,"OPPO A9 2020 (Vanilla Mint, 128 GB)",4.3,"17,990",8,128,256.0,16.56,6.52,48.0,8.0,2,2.0,5000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
530,"Samsung Galaxy S20+ (Cloud Blue, 128 GB)",4.5,"77,999",8,128,1.0,17.02,6.7,64.0,12.0,P,,4500,Exynos 990 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
531,"OPPO A3s (Purple, 32 GB)",4.3,"8,990",3,32,256.0,15.75,6.2,13.0,2.0,,,4230,Qualcomm Snapdragon 450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
532,"LG G8X (Black, 128 GB)",4.4,"54,990",6,128,2.0,16.26,6.4,12.0,13.0,,,4000,Qualcomm Snapdragon� 855 Octa-core  Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,LG
533,"Lava Z70 (Gold, 16 GB)",3.7,"6,295",2,16,64.0,12.7,5.0,8.0,,,,2500,MediaTek MT6737�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Lava
534,"Redmi Note 7 (Sapphire Blue, 64 GB)",4.5,"12,500",4,64,256.0,16.0,6.3,12.0,2.0,,,4000,Qualcomm Snapdragon 660 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
535,"Samsung Galaxy M21 (Raven Black, 64 GB)",4.3,"15,188",4,64,512.0,16.26,6.4,48.0,8.0,5,,6000,Exynos 9611-Octa Core processor Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
536,"Samsung Galaxy S10 Lite (Prism Blue, 512 GB)",4.5,"47,999",8,512,1.0,17.02,6.7,48.0,12.0,5,,4500,Qualcomm Snapdragon 855 (SM8150) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
537,"OPPO A7 (Glaze Blue, 64 GB)",4.3,"16,990",3,64,256.0,15.75,6.2,13.0,2.0,,,4230,Qualcomm Snapdragon 450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
538,"Honor 9N (Midnight Black, 128 GB)",4.3,"19,999",4,128,256.0,14.83,5.84,13.0,2.0,,,3000,Kirin 659 Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Honor
539,"Samsung Galaxy A70s (Prism Crush Black, 128 GB)",4.2,"31,000",6,128,512.0,17.02,6.7,64.0,5.0,8,,4500,Qualcomm SM6150 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
540,"Google Pixel 3a (Clearly White, 64 GB)",4.5,"30,999",4,64,,14.22,5.6,12.2,,,,3000,Qualcomm Snapdragon 670 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
541,"Alcatel U5 HD (Metallic Gold, 16 GB)",3.6,"6,499",2,16,32.0,12.7,5.0,13.0,,,,2200,MTK6737 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
542,"Vivo X50 Pro (Alpha Grey, 256 GB)",4.5,"49,990",8,256,,16.66,6.56,48.0,13.0,8,8.0,4315,Qualcomm Snapdragon 765G Processor,https://rukminim1.flixcart.com/image/312/312/kcm9t3k0/mobile/p/p/q/vivo-x50-pro-vivo-2006-original-imaftppahwbc6myx.jpeg?q=70,Vivo
543,"Samsung Galaxy A51 (Haze Crush Silver, 128 GB)",4.4,"22,999",6,128,512.0,16.26,6.4,48.0,12.0,5,5.0,4000,Exynos 9611 Processor,https://rukminim1.flixcart.com/image/312/312/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9cecyhye7d.jpeg?q=70,Samsung
544,"Redmi Note 7 Pro (Neptune Blue, 64 GB)",4.4,"14,500",6,64,256.0,16.0,6.3,48.0,5.0,,,4000,Qualcomm Snapdragon 675 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
545,"Mi A2 (Red, 64 GB)",4.2,"12,900",4,64,,15.21,5.99,20.0,12.0,,,3010,Qualcomm Snapdragon 660 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
546,"VOTO V11 (Blue, 16 GB)",3.4,"4,190",2,16,,12.7,5.0,13.0,,,,3000,Spreadtrum 9832 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
547,"Moto One (Black, 64 GB)",4.1,"14,999",4,64,256.0,14.99,5.9,13.0,2.0,,,3000,Qualcomm Snapdragon 625 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Motorola
548,"Vivo Y81 (Black, 32 GB)",4.4,"13,990",3,32,256.0,15.49,6.1,13.0,,,,3260,MT6762 Octa Core (Helio P22) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
549,"Redmi Note 9 (Scarlet Red, 128 GB)",4.4,,4,128,,16.59,6.53,48.0,,,,5020,Mediatek Helio G85 octa core�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
550,"Tecno Spark 5 (Orange, 32 GB)",4.3,"8,999",2,32,,16.76,6.6,13.0,,,,5000,MediaTek Helio A22 quad core�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Tecno Spark
551,"Samsung Galaxy On8 (Black, 64 GB)",4.4,"19,990",4,64,256.0,15.24,6.0,16.0,5.0,,,3500,Qualcomm Snapdragon 450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
552,"Redmi K20 (Carbon Black, 128 GB)",4.5,"21,999",6,128,,16.23,6.39,48.0,13.0,8,,4000,Qualcomm Snapdragon 730 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
553,"Honor 8X (Blue, 64 GB)",4.4,"19,999",6,64,512.0,16.51,6.5,20.0,2.0,,,3750,2.2 GHz Kirin 710 Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Honor
554,"Redmi Note 9 Pro Max (Glacier White, 128 GB)",4.4,"22,980",8,128,512.0,16.94,6.67,64.0,8.0,,,5020,Qualcomm Snapdragon 720G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
555,"Coolpad Mega 5A (Gold, 16 GB)",3.8,"7,550",2,16,,13.84,5.45,8.0,,,,2500,Huawei Kirin 620 octa core�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
556,"OPPO F11 Pro (Thunder Black, 64 GB)",4.4,"16,990",6,64,256.0,16.51,6.5,48.0,5.0,,,4000,MediaTek Helio P70 Octa Core 2.1 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
557,"OPPO A9 (Fluorite Purple, 128 GB)",4.4,"16,490",4,128,256.0,16.59,6.53,16.0,2.0,,,4020,MTK MT6771V (P70) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
558,"Redmi 7 (Comet Blue, 32 GB)",4.3,"9,299",2,32,,15.9,6.26,12.0,,,,4000,Qualcomm Snapdragon 632 octa core�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
